Job Title,Role,Level,Company,Year Of Experiences,Location,Salary Range,Required Skills,Source Platform
Fresher Thiết Kế Kịch Bản Game ($400-1000),Fresher Thiết Kế Kịch Bản Game $400-1000,Fresher,Công Ty Cổ Phần Trò Chơi Giáo Dục Việt,Không yêu cầu năm kinh nghiệm,"Đống Đa, Hà Nội","$ 400-1,000 /tháng","Game Design, Viết Kịch Bản, Thiết Kế Game, Game Mobile, Game 2D",https://www.vietnamworks.com/fresher-thiet-ke-kich-ban-game-400-1000--1852798-jv?source=searchResults&searchType=2&placement=1852948&sortBy=latest
Data Analyst Intern,Data Analyst Intern,N/A,Công Ty Cổ Phần Giải Pháp Thanh Toán Số (MFast),Không yêu cầu năm kinh nghiệm,Lầu 2 Tòa nhà Athena 146-148 Cộng Hòa Phường 12 Tân Bình HCM,Từ 200 ₫/tháng,"Data Analysis, Reconciliation Report, Data Checking, Report Builder, Collaboration",https://www.vietnamworks.com/data-analyst-intern-1850642-jv?source=searchResults&searchType=2&placement=1850942&sortBy=latest
Operational Technology Lead Engineer,Operational Technology Lead Engineer,N/A,B. Braun,3 năm kinh nghiệm,"Thanh Oai Industrial Complex, Thanh Oai Dist, Hanoi, Vietnam",Thương lượng,"Automation, Data Analysis, Electronic Communication, IT Operations, Script Language",https://www.vietnamworks.com/operational-technology-lead-engineer-1855041-jv?source=searchResults&searchType=2&placement=1855041&sortBy=latest
Nhân Viên IT - Việt Úc Bến Tre,Nhân Viên IT - Việt Úc Bến Tre,N/A,Công Ty TNHH MTV Việt Úc Bến Tre,1 năm kinh nghiệm,"Xã Bảo Thuận, Huyện Ba Tri, Tỉnh Bến Tre",$ 350-400 /tháng,Tiếng Anh,https://www.vietnamworks.com/nhan-vien-it-viet-uc-ben-tre-1854953-jv?source=searchResults&searchType=2&placement=1854953&sortBy=latest
IT Support Engineer - Microsoft Premier Support,IT Support Engineer - Microsoft Premier Support,N/A,ITECHWX COMPANY LIMITED,1 năm kinh nghiệm,"12th Floor, Opal Tower 92 Nguyen Huu Canh Street, Ward 22, Binh Thanh District, Ho Chi Minh city, Vietnam",20tr-24tr ₫/tháng,"English Language Proficiency, IT Support, Microsoft products knowledge, Customer Support, Technical Support",https://www.vietnamworks.com/it-support-engineer-microsoft-premier-support-1849987-jv?source=searchResults&searchType=2&placement=1850287&sortBy=latest
Chuyên Viên Kỹ Thuật ( Nhà Máy Karofi Hưng Yên ),Chuyên Viên Kỹ Thuật Nhà Máy Karofi Hưng Yên,N/A,CÔNG TY CỔ PHẦN CÔNG NGHỆ TECOMEN,1 năm kinh nghiệm,"Từ Hồ, Yên Mỹ, Hưng Yên, Việt Nam",14tr-17tr ₫/tháng,"Kĩ Thuật Tự Động Hóa, Làm Việc Nhóm, Phần Mềm Thiết Kế 3D, Quản Lý Chất Lượng, Đọc Bản Vẽ Kỹ Thuật",https://www.vietnamworks.com/chuyen-vien-ky-thuat-nha-may-karofi-hung-yen-1849668-jv?source=searchResults&searchType=2&placement=1850018&sortBy=latest
Nhân Viên IT Phần Mềm,Nhân Viên IT Phần Mềm,N/A,Công Ty TNHH Khuôn Đúc Tsukuba Việt Nam,Không yêu cầu năm kinh nghiệm,"Địa điểm làm việc: E3, Khu CN Phố Nối A - Văn Lâm - Hưng Yên",Thương lượng,"C#, .NET, ERP, Sap, Web API",https://www.vietnamworks.com/nhan-vien-it-phan-mem--1849597-jv?source=searchResults&searchType=2&placement=1849947&sortBy=latest
[Hot Job] Cloud Engineer (R&D Team - Upto 2000$/month),Hot Job Cloud Engineer R&D Team - Upto 2000$/month,N/A,Công Ty Cổ Phần Sunteco,Không yêu cầu năm kinh nghiệm,"Tầng 6 - Lotus Building, số 2, Duy Tân - Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội","Tới $ 2,000 /tháng","OpenStack, Kubernetes, Java, Golang, Cloud",https://www.vietnamworks.com/hot-job-cloud-engineer-r-d-team-upto-2000-month-1835049-jv?source=searchResults&searchType=2&placement=1835449&sortBy=latest
Nhân Viên Hỗ Trợ Kỹ Thuật (Presales),Nhân Viên Hỗ Trợ Kỹ Thuật Presales,N/A,Công Ty Cổ Phần Synnex FPT,1 năm kinh nghiệm,"Số 10 Phạm Văn Bạch, Cầu Giấy, Hà Nội",Thương lượng,"Cấu Hình Lưu Trữ, Giám Sát Hệ Thống Máy Chủ, LINUX, Tư Vấn Sản Phẩm, Xây Dựng Giải Pháp",https://www.vietnamworks.com/nhan-vien-ho-tro-ky-thuat-presales-1848265-jv?source=searchResults&searchType=2&placement=1848715&sortBy=latest
Chuyên Viên QA/QC Xây Dựng,Chuyên Viên QA/QC Xây Dựng,N/A,Công Ty Cổ Phần Kiến Trúc Tư Vấn Quản Lý Đông Dương,5 năm kinh nghiệm,"928 Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, TP. HCM",Thương lượng,"Gia Công Áp Lực, Kiểm Soát Hồ Sơ, Làm Việc Nhóm, Quản Lý Chất Lượng, Tin Học Văn Phòng",https://www.vietnamworks.com/chuyen-vien-qaqc-xay-dung-1852175-jv?source=searchResults&searchType=2&placement=1852375&sortBy=latest
Manual Test Specialist,Manual Test Specialist,N/A,Netcompany,1 năm kinh nghiệm,"Opal Tower Building, 92 Nguyen Huu Canh, Ward 22, Binh Thanh District, Ho Chi Minh city",Thương lượng,"Selenium, Manual Testing, Software Testing, QC, Test Case Design",https://www.vietnamworks.com/manual-test-specialist--1851558-jv?source=searchResults&searchType=2&placement=1851758&sortBy=latest
Business Development Manager,Business Development Manager,N/A,Công Ty Cổ Phần ITR VN,5 năm kinh nghiệm,"'Phòng 904, Tầng 9, Tòa nhà Saigon Paragon, Số 3 Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh",Thương lượng,"Business Development, Channel Relationship Management, Communication, Healthcare Industry, Technology",https://www.vietnamworks.com/business-development-manager-1847169-jv?source=searchResults&searchType=2&placement=1847669&sortBy=latest
Service Delivery Manager,Service Delivery Manager,N/A,Pernod Ricard Vietnam,5 năm kinh nghiệm,"Head Office: 26th Floor, Vietcombank Tower, No.5 Cong Truong Me Linh, Ben Nghe Ward, District 1, Ho Chi Minh City",Thương lượng,"Digital Strategy Planning, Technical Support, Technical Authority, Project Management, IT Operations",https://www.vietnamworks.com/service-delivery-manager-1854604-jv?source=searchResults&searchType=2&placement=1854654&sortBy=latest
Test Engineer,Test Engineer,N/A,Công Ty TNHH Sagemcom Energy & Telecom,3 năm kinh nghiệm,"Khu công nghiệp Nam Đình Vũ (Khu 1), thuộc Khu kinh tế Đình Vũ-Cát Hải, Phường Đông Hải 2, Quận Hải An, Thành phố Hải Phòng, Việt Nam",Thương lượng,"Technical Support, Fintech, Product Development, Software Testing, Test",https://www.vietnamworks.com/test-engineer-1851294-jv?source=searchResults&searchType=2&placement=1851544&sortBy=latest
[Up to 33Mil] - IT Support - Good English,Up to 33Mil - IT Support - Good English,N/A,Navigos Search,2 năm kinh nghiệm,HCMC,"$ 1,000-1,200 /tháng","English, System Administration, IT Support, Helpdesk",https://www.vietnamworks.com/up-to-33mil-it-support-good-english-1851726-jv?source=searchResults&searchType=2&placement=1851926&sortBy=latest
Chuyên Viên Front End,Chuyên Viên Front End,N/A,Công Ty Cổ Phần Chứng Khoán KB Việt Nam,3 năm kinh nghiệm,"Tầng 16 và 17, Tháp 02 tòa nhà Capital Place, Số 29 Liễu Giai, phường Ngọc Khánh, quận Ba Đình, Hà Nội","$ 500-1,000 /tháng","Front-End, JavaScript, AngularJS, CSS, RestAPI",https://www.vietnamworks.com/chuyen-vien-front-end--1854414-jv?source=searchResults&searchType=2&placement=1854464&sortBy=latest
Nhân Viên IT,Nhân Viên IT,N/A,Công Ty Cổ Phần Thép Hòa Phát Hải Dương,1 năm kinh nghiệm,Phường Hiệp Sơn- Thị xã Kinh Môn- Tỉnh Hải Dương- Việt Nam,12tr-14tr ₫/tháng,"Vận Hành Máy Chủ, Quản Trị Hệ Thống Mạng, MES, Linux, Vận Hành Hệ Thống Mạng",https://www.vietnamworks.com/nhan-vien-it--1847403-jv?source=searchResults&searchType=2&placement=1847903&sortBy=latest
Digital Project Executive,Digital Project Executive,N/A,Shinhan Vietnam Finance Company Limited,3 năm kinh nghiệm,17F & 23/F. Saigon Trade Center. 37 Ton Duc Thang. D.1. HCMC. Vietnam,Thương lượng,"Project Management, Business Process Management, Mobile Apps Design, Testing, Business Transformation",https://www.vietnamworks.com/digital-project-executive--1855113-jv?source=searchResults&searchType=2&placement=1855113&sortBy=latest
Senior IT Specialist,Senior IT Specialist,Senior,"Gentherm Vietnam CO., LTD.",Không yêu cầu năm kinh nghiệm,"Dong Van II Industrial Zone, Duy Minh ward, Duy Tien district, Ha Nam province",Thương lượng,"IT Helpdesk, Microsoft Office, IT Infrastructure Design, Troubleshooting, Network",https://www.vietnamworks.com/senior-it-specialist--1850023-jv?source=searchResults&searchType=2&placement=1850323&sortBy=latest
2D Game Artist,2D Game Artist,N/A,Athena Studio,5 năm kinh nghiệm,"40A Lam Sơn, Phường 2, Quận Tân Bình, TPHCM",20tr-30tr ₫/tháng,"VFX, Game 2D, Photoshop, Spine 2D, UI - UX",https://www.vietnamworks.com/2d-game-artist-1840921-jv?source=searchResults&searchType=2&placement=1841171&sortBy=latest
IT Helpdesk,IT Helpdesk,N/A,Công Ty TNHH Atec System Việt Nam,1 năm kinh nghiệm,"Tầng 5, Lô CC3-1, KCN Tràng Duệ, xã Hồng Phong, huyện An Dương, TP Hải Phòng",Thương lượng,"IT Operations, Server Management, Network Support, Information Technology, IT Helpdesk",https://www.vietnamworks.com/it-helpdesk--1851258-jv?source=searchResults&searchType=2&placement=1851508&sortBy=latest
Senior Consultant - Application Management Services - SAP Successfactors - My,Senior Consultant - Application Management Services - SAP Successfactors - My,Senior,Deloitte Consulting SEA,Không yêu cầu năm kinh nghiệm,"18th Floor, Times Square Building, 22-36 Nguyen Hue, District 1, HCMC, Vietnam",Thương lượng,"SAP, Consulting, Information Technology, SAP Consulting, Manufacturing Operations",https://www.vietnamworks.com/senior-consultant-application-management-services-sap-successfactors-my-1848216-jv?source=searchResults&searchType=2&placement=1848666&sortBy=latest
Digital Project Manager,Digital Project Manager,N/A,Shinhan Vietnam Finance Company Limited,8 năm kinh nghiệm,17F & 23/F. Saigon Trade Center. 37 Ton Duc Thang. D.1. HCMC. Vietnam,Thương lượng,"Project Management, Digital Banking, Mobile App, product owner, Team Management",https://www.vietnamworks.com/digital-project-manager--1840334-jv?source=searchResults&searchType=2&placement=1840584&sortBy=latest
IT Support,IT Support,N/A,TMG Hospitality,2 năm kinh nghiệm,"46 Nguyen Truong To, Truc Bach, Ba Dinh, Hanoi",$ 17tr-23tr /tháng,"Điện tử viễn thông, Công Nghệ Thông Tin, Quản Trị Hệ Thống, Quản Lý Server, Bảo Trì",https://www.vietnamworks.com/it-support--1850770-jv?source=searchResults&searchType=2&placement=1851020&sortBy=latest
QA/QC Tester,QA/QC Tester,N/A,CT TNHH Next Wave Energy Monitoring,1 năm kinh nghiệm,"Số 47-49 Hoàng Sa, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Thương lượng,"Postman, Web Service, Usability Testing, JMeter, Testing",https://www.vietnamworks.com/qa-qc-tester--1783928-jv?source=searchResults&searchType=2&placement=1783928&sortBy=latest
Superintendent SAP And Applications Development,Superintendent SAP And Applications Development,N/A,Masan High-Tech Materials,3 năm kinh nghiệm,"Xóm Suối Cát, xã Hà Thượng, huyện Đại Từ, tỉnh Thái Nguyên",Thương lượng,"Microsoft Office 365, Azure Cloud Platform, Application Development, .Net Core, Web Development, Web Development, Web Development",https://www.vietnamworks.com/superintendent-sap-and-applications-development-1855312-jv?source=searchResults&searchType=2&placement=1855312&sortBy=latest
Associate Art Producer (Chinese & English speaking),Associate Art Producer Chinese & English speaking,N/A,Sparx* - A Virtuos Company,2 năm kinh nghiệm,"7th Floor, Hai Au Building, 39B Truong Son – Tan Binh, Ho Chi Minh City, Viet Nam",Thương lượng,"Chinese proficiency, Communication Skills, English, Production Management, Project Management",https://www.vietnamworks.com/associate-art-producer-chinese-and-english-speaking-1842731-jv?source=searchResults&searchType=2&placement=1842881&sortBy=latest
Database Administrator,Database Administrator,N/A,TL Consulting VN Co. Ltd,3 năm kinh nghiệm,,Thương lượng,"Oracle Database Knowledge, DBA, Computer Hardware Troubleshooting, Software Troubleshooting, Computer Science",https://www.vietnamworks.com/database-administrator-1848968-jv?source=searchResults&searchType=2&placement=1849368&sortBy=latest
Nhân Viên IT – Lập Trình,Nhân Viên IT – Lập Trình,N/A,Công Ty TNHH Thủ Công Mỹ Nghệ Và Nội Thất Ngọc Sơn,2 năm kinh nghiệm,"Chuc Son Town, Chuong My District, Hanoi",Thương lượng,"SQL, .NET, VB.NET, Lập Trình, C#",https://www.vietnamworks.com/nhan-vien-it-lap-trinh--1848835-jv?source=searchResults&searchType=2&placement=1849235&sortBy=latest
Project Manager,Project Manager,N/A,"Rochdale Spears Co., Ltd.",5 năm kinh nghiệm,"207 DT 747A, Tổ 1, Khu phố Tân Lương, Phường Thạnh Phước, Thị xã Tân Uyên, Bình Dương",Thương lượng,"Digital transformation, Leadership, Project Management, Risk Management, Stakeholder Management",https://www.vietnamworks.com/project-manager-1851674-jv?source=searchResults&searchType=2&placement=1851874&sortBy=latest
APAC Data Analyst,APAC Data Analyst,N/A,"ENERCON VIETNAM CO., LTD.",3 năm kinh nghiệm,"72-74 Nguyen Thi Minh Khai, Vo Thi Sau Ward, District 3, Ho Chi Minh city, Vietnam",Thương lượng,"Data Analysis, Data Visualization, Statistical Analysis, Excel Skills, Communication Skills",https://www.vietnamworks.com/apac-data-analyst-1848198-jv?source=searchResults&searchType=2&placement=1848648&sortBy=latest
ReactJS Developer (Front-End),ReactJS Developer Front-End,N/A,IIG Việt Nam,2 năm kinh nghiệm,"75 Giang Văn Minh, Ba Đình, Hà Nội","$ 800-1,200 /tháng","ReactJS, Front End, CSS, JavaScript, AngularJS",https://www.vietnamworks.com/reactjs-developer-front-end-1846875-jv?source=searchResults&searchType=2&placement=1847425&sortBy=latest
Nhân Viên Quản Trị Mạng – Netwok Staff,Nhân Viên Quản Trị Mạng – Netwok Staff,N/A,Global Data Service Joint Stock Company (Gds),1 năm kinh nghiệm,"Room No. 722, HITC Bldg, 239 Xuan Thuy, Cau Giay, Hanoi",Từ 14.5tr ₫/tháng,"Firewall, IT System Administration, CCNA, Cấu Hình Router",https://www.vietnamworks.com/nhan-vien-quan-tri-mang-netwok-staff--1853134-jv?source=searchResults&searchType=2&placement=1853284&sortBy=latest
Senior Consultant | Technology Transformation (Financial Services) in HCMC & Hanoi Office,Senior Consultant | Technology Transformation Financial Services in HCMC & Hanoi Office,Senior,Ernst & Young Vietnam Limited (EY Vietnam),2 năm kinh nghiệm,"Bitexco Financial Tower, 28th Floor, 2 Hai Trieu street, District 1, Ho Chi Minh City & 8th Floor, Corner Stone Building, 16 Phan Chu Trinh, Hoan Kiem, Hanoi",Thương lượng,"Core Banking, Project Managing, Payment, CRM, Fintech",https://www.vietnamworks.com/senior-consultant-technology-transformation-financial-services-in-hcmc-hanoi-office-1853389-jv?source=searchResults&searchType=2&placement=1853489&sortBy=latest
IT Engineer ( $500-$1000),IT Engineer $500-$1000,N/A,Công Ty TNHH Nanofab Việt Nam,Không yêu cầu năm kinh nghiệm,"LOT CN10, TAN TRUONG INDUSTRIAL ZONE, TAN TRUONG COMMUNE, CAM GIANG DISTRICT, HAI DUONG PROVINCE, VIETNAM","$ 500-1,000 /tháng","CCNA, Công nghệ thông tin, IT System Development, Kĩ Thuật Mạng, LINUX",https://www.vietnamworks.com/it-engineer-dollar500-dollar1000-1850746-jv?source=searchResults&searchType=2&placement=1850996&sortBy=latest
"Associate, IT/ IS","Associate, IT/ IS",N/A,NAB Innovation Centre Vietnam,2 năm kinh nghiệm,"Tòa nhà The Hallmark, Đường Trần Bạch Đằng, P. Phú Thuận, An Khánh, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",Thương lượng,"IT Helpdesk, Infrastructure Security, LAN, Windows Operating Systems, Mac",https://www.vietnamworks.com/associate-it-is--1848674-jv?source=searchResults&searchType=2&placement=1849074&sortBy=latest
Chuyên Viên Vận Hành Cộng Đồng (Community Manager),Chuyên Viên Vận Hành Cộng Đồng Community Manager,N/A,"Cipherbox Co.,ltd",1 năm kinh nghiệm,quận 1,$ 500-800 /tháng,,https://www.vietnamworks.com/chuyen-vien-van-hanh-cong-djong-community-manager-1852297-jv?source=searchResults&searchType=2&placement=1852497&sortBy=latest
Nhân Viên IT Helpdesk,Nhân Viên IT Helpdesk,N/A,Công ty Cổ phần Logistics Hàng không (ALS),1 năm kinh nghiệm,Tầng 4 - Nhà ga hàng hoá ALS - Phú Minh - Sóc Sơn - Hà Nội,12tr-16tr ₫/tháng,"Bảo Trì Hệ Thống Máy Tính, Xử Lý Sự Cố, Đọc Tiếng Anh, Lập Trình, Quản Lý Cở Sở Dữ Liệu",https://www.vietnamworks.com/nhan-vien-it-helpdesk-1851028-jv?source=searchResults&searchType=2&placement=1851278&sortBy=latest
Business Applications Analyst,Business Applications Analyst,N/A,The Grand Ho Tram,Không yêu cầu năm kinh nghiệm,"Ho Tram, Phuoc Thuan, Xuyen Moc, Ba Ria Vung Tau",Thương lượng,"IT System Administration, System Analyst, Project Management",https://www.vietnamworks.com/business-applications-analyst--1849822-jv?source=searchResults&searchType=2&placement=1850122&sortBy=latest
Chuyên Viên IT,Chuyên Viên IT,N/A,Văn Phòng Phú Thái Group,1 năm kinh nghiệm,"Văn phòng Phú Thái Hà Nội - Nam Đô Building - 609 Trương Định, Hoàng Mai, Hà Nội",Thương lượng,"Hệ Thống Networks, Microsoft Power BI, MySQL, Helpdesk, Quản Trị Hệ Thống",https://www.vietnamworks.com/chuyen-vien-it--1849914-jv?source=searchResults&searchType=2&placement=1850214&sortBy=latest
"Fullstack Developer (Python/golang, Java/ ReactJS)","Fullstack Developer Python/golang, Java/ ReactJS",N/A,CT TNHH Next Wave Energy Monitoring,1 năm kinh nghiệm,"Số 47-49 Hoàng Sa, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Thương lượng,"API, Java, ReactJs, Python, Software Development",https://www.vietnamworks.com/fullstack-developer-python-golang-java-reactjs-1855225-jv?source=searchResults&searchType=2&placement=1855225&sortBy=latest
